425,21,408528
57,36,184850
611,33,298114
951,22,222703
665,53,176903
513,30,184684
399,69,299289
167,13,294344
741,35,122488
397,9,252406
192,31,151085
833,9,342469
526,56,318358
571,65,265295
745,41,240961
756,16,382024
284,87,275764
411,36,242068
458,30,223263
510,13,156846
170,30,319287
311,52,231899
865,87,278574
932,99,302508
730,74,259939
180,92,280645
147,8,288623
627,42,189506
400,35,307102
942,28,165467
622,47,323618
464,31,166924
6,18,204840
37,79,133065
250,68,280367
79,26,177633
265,56,298240
920,56,171095
129,90,215206
372,7,303528
286,67,206516
563,20,283195
2,40,136523
10,23,152741
67,2,352561
952,25,223604
749,4,183284
925,45,176887
997,93,172837
590,68,235406
893,76,263153
814,14,286271
356,8,110143
996,46,321936
96,7,385421
642,91,395113
815,94,286706
202,97,213010
662,55,144726
137,6,117578
934,33,180908
257,57,334760
33,39,134797
294,12,393821
665,91,234038
728,7,386242
295,81,351356
872,31,252361
850,64,137384
195,23,154868
673,66,216241
899,4,134561
723,32,284587
753,25,409053
32,83,222760
165,44,355428
407,8,213135
514,30,162386
379,80,261388
727,85,259221
415,89,211121
107,99,191123
361,13,184300
409,28,231513
153,2,221943
173,91,143955
766,95,138303
298,99,391594
416,59,370244
872,7,361071
20,50,357358
250,90,288487
891,4,329820
379,45,373550
695,55,105882
382,16,218201
653,65,312770
382,48,259216
998,98,404930
581,61,147732
671,1,282998
588,54,222853
280,23,350644
997,29,260302
302,54,173349
217,47,253623
532,85,303645
547,97,342570
794,100,179937
507,6,168493
885,92,214719
414,59,175466
787,98,207260
210,55,350474
111,64,189359
544,81,311029
810,38,316930
94,14,402419
123,78,203082
151,48,147197
785,94,327198
443,47,348472
474,16,202755
214,18,403079
521,74,107275
556,16,368688
857,20,285125
979,67,112921
221,65,257680
247,24,302049
608,41,334936
454,41,182201
977,92,397323
349,74,153097
201,86,357861
916,9,227191
272,59,307060
206,11,366966
752,71,273024
407,7,123815
479,3,224017
181,77,328778
517,67,400332
234,93,398481
363,46,286707
150,59,337102
394,57,172178
468,96,225662
578,41,366155
8,38,257761
419,78,319203
450,64,134782
169,25,283021
163,43,107660
272,78,192377
282,15,162197
74,66,410741
38,95,407025
771,61,103164
334,90,242035
618,17,194221
575,62,138383
375,38,344028
743,97,365418
18,63,142605
728,9,341258
685,81,286143
907,67,199282
883,71,193560
969,44,372725
941,66,333553
995,98,326428
712,41,316422
785,70,112478
525,29,248868
438,12,165901
392,58,266109
177,37,392261
459,14,335409
433,99,293869
705,36,340666
165,90,105639
904,22,226111
445,70,209595
820,75,363166
282,18,188698
665,62,220073
702,7,193104
799,7,284848
76,7,266608
686,1,225863
699,11,151985
93,45,247847
614,87,318278
550,13,326055
696,54,398228
45,38,107503
976,84,256574
983,31,183740
219,28,340629
387,15,267108
757,69,203348
350,95,379079
560,96,342444
743,40,119397
570,8,224059
159,3,117382
275,41,259393
126,58,270918
542,14,139595
555,62,264096
688,15,216494
443,48,211513
816,94,341711
827,35,280863
386,93,226884
988,70,384278
50,99,215227
903,93,179689
725,18,196643
948,20,318259
920,78,343094
851,66,392666
322,54,315629
898,74,235203
616,23,156572
382,90,174864
565,36,290282
307,43,263068
341,23,294704
344,62,407709
102,18,197672
32,18,344350
819,12,408896
229,83,303449
352,26,181516
821,25,221603
785,18,132760
669,15,362933
997,4,225396
815,72,117781
492,15,129163
935,25,160892
483,69,311992
42,1,258551
209,74,126411
439,41,222903
524,57,350702
923,36,163005
718,10,119697
236,95,273880
600,73,182465
769,32,173217
820,32,105723
518,80,343019
454,44,279408
282,30,281742
829,95,203325
121,96,401915
598,68,360034
54,2,271543
75,52,233694
19,99,388690
807,62,243271
68,2,241933
405,97,304205
828,56,309319
623,12,162098
198,20,285284
681,23,234238
305,89,107352
852,28,227965
707,25,240956
280,65,293415
846,29,228451
67,86,281209
750,22,144024
596,57,164201
989,65,409290
108,87,127490
874,96,133605
536,76,143361
913,94,396494
577,97,160221
513,67,129578
25,94,258958
935,69,125172
345,7,207376
495,37,204110
504,29,390986
17,54,283444
47,76,308330
537,40,103978
427,95,160394
257,67,174932
583,84,332672
746,95,394115
766,50,130530
396,37,290535
620,81,293842
122,51,281489
508,48,306540
316,50,325309
91,36,122346
53,42,148283
155,89,255992
539,98,360621
692,91,133795
820,34,147787
225,67,233129
728,33,270661
388,8,338913
92,76,112725
753,22,218669
185,14,132573
908,16,139559
430,50,158390
786,89,272039
354,58,404988
245,67,263586
787,20,127759
891,49,343198
320,90,330911
160,85,144819
5,83,349034
647,78,161658
308,91,123494
680,10,321123
316,19,308736
152,96,129127
184,53,140946
595,56,277591
844,43,181268
516,20,127710
954,23,138636
964,54,381398
104,48,274021
367,12,258151
265,57,142444
607,10,188205
499,64,240890
348,29,111240
905,69,164073
615,45,222608
826,2,225816
619,74,278069
301,81,302383
840,53,130131
770,6,230703
353,43,231818
23,72,304300
403,50,303285
408,4,178143
240,81,301214
281,28,129357
189,19,187958
708,55,360147
985,25,324336
423,96,282626
349,65,372678
27,2,111250
811,59,232443
442,27,372011
798,62,122995
614,20,264476
954,62,402214
468,33,213197
720,8,242758
108,67,126011
166,59,232339
273,32,394185
62,66,145284
39,35,394382
215,68,194190
770,99,137778
38,23,251431
327,97,289525
385,55,254010
513,20,182159
626,35,141586
783,61,317567
975,80,225146
194,35,180165
70,80,181721
609,15,171907
801,49,197485
149,95,190244
383,3,138591
897,82,108369
692,62,117668
852,7,391774
838,73,342583
130,67,235913
995,65,372927
420,86,259967
478,26,148511
682,8,193356
73,100,290483
108,6,288436
611,20,179283
317,25,138510
801,54,111006
813,46,392082
307,85,323488
689,73,270506
74,9,260027
574,47,240027
907,67,280632
844,88,120499
300,92,387747
69,55,283362
513,87,183576
718,38,390031
903,26,338876
115,73,389640
497,82,371752
638,77,234504
823,78,273264
174,14,407419
992,63,315174
821,88,182360
17,13,246118
844,49,190381
399,60,394892
875,39,190568
954,39,174222
367,54,316274
886,71,363789
298,31,247763
122,59,188177
123,65,103799
885,18,355027
980,47,128165
524,24,135405
136,27,338788
592,92,114855
699,3,149118
176,77,395602
567,39,210264
472,3,165457
628,98,152996
614,9,302922
220,11,191033
754,32,265749
827,64,110339
386,5,351052
38,11,363364
931,82,111014
747,15,182581
558,94,152194
606,12,365923
265,24,109745
731,98,244363
209,4,178925
650,46,344311
282,50,384851
511,44,409472
937,5,186389
534,56,125973
272,23,160867
711,15,398748
352,64,182146
765,37,325149
793,26,316432
346,58,220429
583,93,237986
491,97,128150
167,12,146648
320,50,310074
772,97,378959
998,99,405547
984,54,378766
929,54,203662
578,31,240790
215,15,107826
597,97,397756
358,63,375958
676,42,348527
211,73,149588
625,4,181171
184,54,141589
255,22,384337
696,12,268411
454,10,149567
875,38,265429
520,60,311748
518,25,284203
735,69,167708
289,6,400465
194,90,341877
170,17,200525
885,7,167007
173,85,308554
13,40,359242
283,46,383124
584,69,227550
667,82,231948
229,85,351197
128,83,271629
282,70,119710
802,39,106810
111,95,296952
117,53,256514
692,47,158193
996,79,397951
441,84,133800
305,90,236396
292,6,280442
562,60,231519
21,62,109346
886,85,105369
827,73,128666
