594,49,262856
356,53,276451
382,65,278686
561,12,288019
251,38,281305
602,55,231282
554,94,207016
770,76,241339
41,39,222250
951,90,223446
818,73,205115
206,61,247558
542,28,227276
595,51,263498
882,37,247632
256,100,262866
219,16,282710
737,26,222114
597,83,224145
570,50,296782
931,95,214896
101,49,248049
454,13,300338
566,34,237086
427,90,215394
422,49,201925
84,87,295013
924,98,204684
845,10,281081
952,99,225596
759,75,293617
92,58,227134
215,96,285122
961,71,226410
892,2,277598
785,50,240222
959,72,275062
231,78,295158
535,2,283706
481,80,215711
386,94,291444
562,31,240811
883,67,285702
924,75,213395
199,2,211674
269,85,260818
769,98,202244
626,32,256492
990,68,224749
682,91,223491
170,50,232828
361,68,232289
741,47,220888
648,46,287836
701,91,209563
672,69,221772
327,28,215795
29,40,236404
119,41,286403
365,46,248850
11,81,295458
201,11,246537
819,34,240454
13,75,256702
948,10,283361
558,90,273686
340,57,211673
455,54,210291
683,100,240454
9,56,267484
860,6,256524
294,54,224117
654,72,283775
478,80,211180
699,37,229690
401,62,210504
686,27,228430
405,81,287242
814,11,296659
410,39,259703
496,99,264204
245,71,260675
307,49,260265
223,64,237709
193,8,244254
970,11,300737
918,77,224681
505,87,216832
774,2,210307
566,53,212848
529,83,275254
190,78,224926
630,16,236521
537,97,209837
661,58,284510
974,79,221728
40,15,298579
399,37,295258
977,55,248092
821,50,302321
675,48,268958
187,14,277588
781,32,242181
460,22,219239
94,98,240249
950,62,213414
516,6,204260
887,47,242040
251,28,268079
253,62,270220
266,3,243829
860,47,225185
987,35,240202
676,91,210646
257,3,271757
406,64,215258
536,100,275531
316,68,214201
355,98,260524
316,11,275892
20,37,239935
285,11,210116
565,36,226869
648,21,237006
954,39,296686
209,81,244825
535,73,239676
225,96,276778
743,37,270844
733,36,269047
53,22,251218
134,61,216646
182,42,250172
14,77,252920
546,5,256449
229,9,254703
958,97,302814
227,3,225431
584,1,275655
631,54,210218
146,30,220219
63,56,238141
375,97,261406
224,80,206563
714,100,294690
225,75,253203
271,39,232607
160,93,269028
20,51,204315
937,43,258498
261,79,231925
355,67,250696
313,57,244748
434,40,206127
477,27,207489
991,98,288245
232,77,264610
469,90,278950
692,3,222666
16,52,273594
306,2,241162
810,11,273911
817,82,287293
642,13,259241
457,5,275571
741,70,221869
406,49,214160
850,40,283192
494,94,209656
561,27,225151
152,44,207297
884,8,219131
620,58,277267
84,86,219393
391,19,264221
754,64,257460
926,20,266795
143,48,265324
598,80,209057
736,75,301236
897,84,223023
82,61,260137
887,43,255594
871,80,295808
905,88,265751
264,65,279741
515,80,283357
467,35,280856
714,53,231771
565,47,239663
380,73,249249
596,70,265802
980,33,250540
880,89,287770
519,61,220678
597,32,231380
747,64,234753
617,19,212825
610,89,232026
574,40,257392
953,15,203662
199,59,291433
472,63,267306
896,34,271935
922,38,227879
568,77,242367
565,94,268046
699,23,229620
874,19,298463
678,37,224931
488,52,267348
383,36,214095
415,24,221253
1,47,247508
482,16,246365
115,74,262972
44,54,243013
24,11,206996
930,20,217894
327,57,217996
650,93,289644
749,78,256291
851,9,234259
217,76,206087
14,56,239044
194,94,288543
410,83,218555
249,42,237158
305,42,219194
892,48,254177
410,51,224878
650,35,230927
585,83,224900
394,24,301257
793,81,219106
917,58,270843
304,94,264473
764,55,234512
146,47,288654
309,83,277609
807,22,228821
82,64,210881
192,81,271841
351,1,212640
824,97,290481
945,25,248999
298,23,220008
336,76,205813
981,81,217538
965,2,268633
970,73,279222
821,89,203756
291,21,226887
269,9,256285
354,35,294408
128,95,249011
658,96,247683
1000,51,254150
740,74,246226
846,67,279728
379,66,219433
817,81,273375
54,60,208490
329,49,257420
639,25,213436
394,48,232541
365,24,229878
196,4,219010
15,52,276644
921,44,224218
384,2,240875
833,68,253171
975,55,300756
604,57,302035
959,90,288780
891,94,300025
376,27,219364
164,21,293000
583,90,293236
785,8,278895
966,94,230335
337,65,240691
886,62,230763
199,56,241293
885,64,235917
376,63,268034
140,76,243586
579,53,246321
163,77,216522
550,85,263451
758,58,268993
640,34,261306
220,59,226004
641,45,298807
792,40,299572
861,7,289557
367,65,210276
450,55,265086
438,16,264923
985,98,220530
306,35,254931
291,69,239873
529,86,241423
523,3,209929
628,42,252456
494,38,274431
40,5,283466
252,41,277524
318,40,301258
906,59,206021
588,40,279940
712,98,233023
249,17,221471
389,23,202028
928,14,239699
710,83,232821
684,45,206330
321,66,218987
457,58,299446
821,73,251639
778,26,287509
93,21,294363
714,60,252157
881,67,285985
77,48,229446
615,65,257923
876,17,211076
494,35,280022
17,28,256428
811,70,275871
262,84,289545
532,64,278559
425,70,290810
122,56,208927
831,22,205129
628,15,302449
17,8,225867
2,35,206929
685,51,221200
684,66,249232
903,60,223882
424,65,218331
562,100,296833
365,70,222761
79,76,231951
